par_id,keyword,country,text,label,orig_label
2028,in-need,za,""""""" This is the first advisory in some time , given that we 've had very little significant rainfall in the last month or so , but our agencies are well versed in disaster risk management and will be on hand to assist any members of the public in need , """" says Mayoral Committee Member for Safety and Security , Alderman JP Smith .""",0,0
6293,homeless,ke,"The BNGRC with local authority in Amboasary installed on Tuesday six tents to receive the homeless villagers in the rural commune of Maromby , while the national gendarmerie rushed on spots with a hundred elements to maintain security in the area ..",0,0
8321,homeless,gb,""""""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""",1,4
845,vulnerable,pk,"In her tweet , Reham highlighted how a ' real leader ' should protect the vulnerable communities .",1,2
2429,in-need,ie,He took over directing at the Memorial at Stratford at a time when it was most in need of a new broom .,0,0
3457,in-need,lk,"The ships which transported goods from Eastern to Western States of the USA had to sail around Argentina spending a lot of time and money . Hence , the USA was badly in need of constructing a canal linking the Atlantic and the Pacific oceans .",0,0
3877,homeless,my,"Anjung Singgah works with the National Anti-Drug Agency , the Health Ministry and the Labour Dept among other agencies to provide holistic support for the homeless . There are currently three such centres -- one each in Kuala Lumpur , Johor and Kuching , with one in Penang due to open very soon .",0,0
7492,in-need,tz,"""This donation will help those most in need and contribute to positive development in Tanzania , enabling future economic growth by supporting disability and thus a positive impact to the country """" .""",0,0
4324,disabled,gb,The takings from Gordonstoun 's traditional extravaganza have been shared out between domestic abuse charity Moray Women 's Aid and the Forres Osprey Trust -- which provides free transport for infirm or disabled individuals .,0,0
4336,women,hk,"Corrections &amp; AmplificationsRecent Chinese research puts the total number of wartime comfort women across Asia at around 400,000 , at least half of them Chinese . A previous version of this article incorrectly said the 400,000 figure was for China alone . <h> Comments ( 5 of 27 )",0,0
7953,vulnerable,tz,"Speaking in separate interviews with The Guardian in the course of the week , residents expressed their despair lamenting the fact that police are their last line of defence and with them closing their doors at night when crime is most prone to occur , leaves them vulnerable .",0,0
4120,women,tz,The parliamentary committee urged government to fulfil its election promise of procuring ambulances for every health centre to help women and children in rural areas .,0,1
5071,homeless,us,""""""" Unless you work with homeless people , it is n't something you 'd really know about , """" said Geraldine McCafferty , acting director of Springfield 's Office of Housing and Neighborhood Services .""",0,0
227,poor-families,us,""""""" Upper caste men make fun of us . They think our lives do n't matter because we are daughters of poor families . They always look at us with lustful eyes . """"""",0,0
4021,vulnerable,au,"""In this wave , as many as 20% of jobs """" from all sectors """" could be affected , but the financial services sector is still expected to be hit harder than most . Women are still slightly more vulnerable during this phase , as are those without graduate-level qualifications .""",0,0
8170,disabled,bd,"Number of beneficiaries for old age , disabled and other allowances to increas Tribune Report",0,0
1775,refugee,nz,Last but not the least element of culpability relates to isolating professional groups from publicly voicing the grievances and ill-treatment of the refugees .,0,0
7446,immigrant,hk,"It is government policy that allows unimpeded flow of mainland money and immigrants into Hong Kong , exacerbating a shortage of housing supply and putting home prices beyond the reach of Hongkongers .",0,0
4195,poor-families,gb,"RE Medical insurance is another pillar of Rwanda 's health strategy for universal health coverage . The aim is to reduce out of pocket expenditure which can have a catastrophic effect on poor families like Chantal 's . A community based scheme has been rolled out nationwide and according to the minister of health by June 2012 over 90% of the population had been enrolled with another 7% covered by civil service , military or private insurance plans .",0,0
3068,hopeless,nz,Some fans across America woke up to a newspaper on their doorstep that features some clues and hints about hopeless fountain kingdom . **26;452;TOOLONG,0,0
6903,hopeless,jm,"""Therefore a rebirth of our production and our productivity needs to be addressed , and if we believe our own propaganda then it is the private sector that needs to be that """" engine of growth """" . The Government is not a productive sector , and at best it can reduce costs by applying efficiency mechanisms to a hopelessly outdated system throughout its remit .""",0,0
2853,vulnerable,bd,"' ' While all communities have suffered from violence and abuse , protracted statelessness and profound discrimination have made the Muslim community particularly vulnerable to human rights violations , ' ' the final report of the Commission said .",0,0
2725,disabled,ph,"""The long running prestigious NSAC , the National Students Art Competition sponsored by Shell produced many of the top , well-respected , acclaimed artists from the early 50 's until the present . """" Breaking Barriers """" of Dow Jones ( and Rotary Club of Makati Central ) was a contest for the artists who were disabled physically and mentally . Philip Morris and Nokia have mounted exciting competitions that many young artists won and eventually dominated the local field and became international stars .""",0,0
3234,women,in,"""Ritu co-founded Kali for Women in 1984 with Urvashi Butalia , when the idea of women 's studies was still nascent . She recalls it being a """" very exciting """" time . """" It was so because there was a very lively women 's movement then ; the whole idea of women 's studies was in the making . And it was a huge challenge to find readers and writers . """"""",0,0
824,in-need,bd,The Australian government said is is committed to working side by side with Bangladesh to support those in need .,0,1
1810,immigrant,ph,"""Castillo is thrilled that her novel -- populated with realities familiar to immigrant families and existing outside the White California peddled by hugely popular landmarks such as """" Beverly Hills 90210 """" -- allows people of color to recognize themselves , especially in a cultural space where Asian-made works were only granular , yet reassuring , points of reference to recognize and build yourself up on .""",0,0
4857,in-need,lk,"Catalin needed to travel a minimum of 164 feet airborne to break the record and in the end , he smashed it easily , travelling 905 feet and two inches at a height of around 16 feet at Lake Ouareau in Quebec , Canada .",0,0
6332,disabled,ca,""""""" We just could n't believe it was such a circus , """" Derewianchuk said of a previous zoning hearing last month . """" Who said just because you 're disabled you have to live in a dive ? Why ca n't they live in a nice home ?""",1,3
5905,in-need,gh,"Africa Worships with Sonnie Badu , his flagship concert , was launched in 2008 and as part of his charity work , he raised awareness and aid for those in need beginning with Kenya ; the event also witnessed the launch of his first book titled The Worshippers Cry .",0,1
6838,refugee,za,"Sheena Jonker , head mediator of Access to Justice , a not-for-profit organisation which had been providing the refugees with legal and other support , said an agreement had been reached with most of the group but a few had irrationally believed they should be resettled in a third country .",0,0
8177,homeless,ng,"""Finally , I still can not style my hair I can not do a twist to save my life . I also can not pack a high puff , I can not do an updo or tie a turban . My go to look when I 'm not protective styling ( a.k.a saved by my stylist ) is called my """" earthy , Nubian queen , homeless chic """" look ... which is basically fluffing the hair out until I look like a small lion .""",0,0
3434,poor-families,hk,"Dozens of children and parents from poor families marched to Government House in Central today , ( pictured ) , urging the administration to tackle inter-generational poverty .",0,0
2238,migrant,ie,Almost 80 per cent of migrants in Limerick are of working age ( 15 to 65 years ) and have a high level of education -- 60 per cent of non-Irish nationals have completed third-level education .,0,0
7372,refugee,lk,"A boy makes his way next to tents at a makeshift camp for refugees at the Greek-Macedonian border , near the village of Idomeni , Greece . Reuters/Alkis Konstantinidis",0,0
7848,in-need,au,"Predictably , Trump 's response will leave you in need of a shower .",0,0
6086,disabled,ke,Others have suggested the captain was in a suicidal state and disabled communication before steering the plane into the ocean .,0,0
2544,women,au,"When the event was first held in 1961 , dozens of young women from the district eagerly signed up to compete to be named ambassador for the city , while raising money for charities .",0,1
3132,immigrant,lk,"The wild card in the election is the Alternative for Germany Party , the right-wing , anti-immigrant , anti-Islam , Eurosceptic party .",0,0
4370,immigrant,lk,"Immigration rules were not watertight to stop excessive numbers coming in to Britain claiming Child Benefit for every child of immigrant parents born in Britain and even medical abortions paid for on National Health were allowed , until it became unacceptable .",0,0
1056,homeless,ca,"Extreme heat can pose risks for young children , pregnant women , older adults , people with chronic illnesses , people working or exercising outdoors , those with limited mobility or certain mental health issues , people taking medications and the homeless , according to the city .",0,0
7398,disabled,gb,"Any delay in the critical first few hours after a stroke can have a devastating effect , increasing the likelihood of the patient being permanently disabled or dying . Yet nearly 6,000 people , a twelfth of those admitted to English hospitals with a stroke last year , had to wait more than 12 hours at hospital before having their first scan .",0,0
5198,hopeless,ie,"""Mr Justice Donal O'Donnell described as """" understated """" a previous High Court finding that Mr Lynch gave """" hopelessly confused and unreliable """" evidence about events that led to a ? 25m loan being issued to buy 86 acres of development land in Waterford .""",0,0
7744,disabled,bd,The ICRC together with its partners promotes sport activities that allow disabled people to receive the opportunity to show that they are as active as non-disabled people .,0,1
6607,immigrant,bd,"It also pointed out that children of immigrants have , in general , lower education outcomes than their native peers and the size of the gap varies across educational systems .",0,0
6344,homeless,ng,"""HURIWA continued that , """" Particularly troubling and unsettling is the reported plan by Mr. El-Ruffai to demolish the fully developed Catholic Parish in Mando in the center of the state capital and the Gbagyi community- an outskirt of the state which will render thousands of people homeless even when no concrete compensation or resettlement plans have been completed .""",0,0
3376,vulnerable,ca,""""""" If you are a parent , you know your children will not age out of your care at 19 . They will need your encouragement , your support , and maybe some cash as well , """" he said . """" Legally speaking , the minister is the parent of these children . And they are 100 times more vulnerable than kids in most families in B.C. """"""",0,0
5568,homeless,my,"""The """" Good Will Walk -- Walk to Feed 2017 """" , is a series of walks all over the country with the aim of raising some RM100,000 to assist the Orang Asli during natural disasters and to feed the homeless in Kuala Lumpur .""",1,4
2478,migrant,ca,Halifax social activist Rana Zaman was included among the 10th annual RBC Top 25 Canadian Immigrant awards .,0,0
9345,vulnerable,gh,"God is God Foundation ( GIG ) , a non-governmental organisation ( NGO ) , established five years ago , and caring for needy widows and orphans , was at the weekend inaugurated in Accra , with a call on Ghanaians to do more in caring for the vulnerable and underprivileged .",1,4
2437,in-need,hk,A second T-Home project is being launched in the third quarter . That one will allow property owners of subsidized housing with unpaid premiums to sublet flats to families in need .,0,0
1868,vulnerable,gb,"""On the other hand the CMA notes that their complaint will focus on """" vulnerable consumers , """" such as those on low incomes , older people , people with health problems and those with lower levels of formal education . On this point it 's often the case that such people , particularly pensioners , often do n't even bother to hunt for a better deal or would n't know where to start if they did .""",0,1
4443,hopeless,gb,"People seem to do the craziest things when it comes to money . Whether it 's chasing stock-market bubbles or paying good money after bad on a home that 's hopelessly underwater , the idea of individuals acting as homo economicus seems far-fetched . Only in the ivory-tower world of rational-expectations theory does one find perfectly rational humans making judgments using all available information to satisfy their subjective ends .",0,0
9506,refugee,my,"SINCE opening its doors to Syrians fleeing war , Sweden has welcomed record numbers of refugees and a small but growing group are taking fast-tracks to jobs , bucking unemployment trends .",1,2
6418,in-need,ph,""""""" What we save from buying firecrackers we give the amount for social services to our parishioners in need , """" he said .""",1,4
5733,in-need,lk,"A persistent current account deficit is linked to structural issues in the export sector , which is in need of improved competitiveness and diversification . Recent growth has been driven mainly by non-tradable sectors . Going forward , it will be difficult to sustain its high growth path without increasing growth in manufacturing and export sectors .",0,0
3138,refugee,tz,"The spirit the Rwandese have shown to accommodate the people , almost a tribe in their tiny country with approximately 19 million people with meager resources just like any other third world country , without planning to ditch them in refugee camps , but offer them to live just like any other citizen should actually be emulated in the human race .",1,4
2662,disabled,ke,""""""" We are encouraging all investors seeking to start projects in Lamu to consider women and the disabled because at the end of the day , we are seeking to have an all-inclusive society , """" said Mrs Obbo.""",1,2
3227,in-need,za,"The South African side will visit the SOS Children 's Village in Kitwe , which can offer support to more than 500 youngsters in need , many of them orphaned by HIV/AIDS .",0,0
8284,immigrant,tz,The arrest came in revenge following their firm stand against two local editors who unashamedly masterminded the character assassination of Dr Salim in early 2005 . The Kenyan editors were finally deported and declared prohibited immigrants .,0,0
2551,vulnerable,my,Terrorism Lack of distress call from the pilot suggested the place either experienced an explosive decompression or was destroyed by an explosive device led to this theory . It was reported that Malaysia is vulnerable to terrorist activity as it has been used as a transit hub .,0,0
4280,refugee,ie,"The Sherlock actor has loaned his support to fundraising efforts to help thousands of refugees fleeing bloodshed in Syria , Iraq and Afghanistan , by signing an open letter in September calling for the UK government to take more action .",0,0
4735,disabled,ke,"Both were presiding over the launch of Sh20 million mobility carts and other devices for the disabled , a project supported by Partners for Care in conjunction with the county government .",0,0
4789,in-need,ie,"It 's usually the case whereby those of us who do n't eat meat , or are vegan , have to mosey into the city centre when in need of the real deal , scrumptious vegan meal . So you might be glad to hear this new eatery is setting up shop a bit further into the suburbs and there are plenty of folks within walking or driving distance .",0,0
5105,migrant,ie,"""This movie gets a lot of slack , from a clunky script to horrific accents , but it 's an Irish immigration story that is second only to """" Gang of New York . """" It shows the cruelty and injustices that faced Irish immigrants in the cold new world and their struggle for a better life .""",1,2
7298,migrant,au,"""Despite his claims to having a """" great heart """" and political balls , Trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .""",1,4
8077,homeless,jm,Minister of Health Dr Christopher Tufton ( third left ) participates in a ground-breaking exercise for a building at the St Catherine Infirmary in Spanish Town to house homeless persons from the Spanish Town Hospital and the streets . Others ( from left ) are Minister of Local Government and Community Development Desmond McKenzie ; Chief Executive Officer of the National Health Fund ( NHF ) Everton Anderson ; and Mayor of Spanish Town Norman Scott .,0,0
3622,vulnerable,ng,The UN office said that humanitarian actors and partners were carrying out a re-targeting exercise in Borno and Yobe to ensure that the most vulnerable people receive food assistance .,0,0
303,immigrant,za,Kelly said this was key because Customs and Border Protection usually sees a 10-20 percent increase in apprehensions of illegal immigrants from January to February .,0,0
1287,homeless,jm,Multimillion-dollar homeless shelter for Kingston,0,1
955,poor-families,in,In a major step towards providing Universal Health Coverage - a promise made by the Narendra Modi government - Finance Minister Arun Jaitley in the Union Budget announced a National Health Protection Scheme ( NHPS ) providing Rs 5 lakh health insurance to 10 crore poor families .,0,0
1420,homeless,jm,""""""" Every year I try to get somebody to help me to give some food to some homeless people , """" he continued .""",1,2
2947,disabled,au,"Mum and dad led the way , constantly asking me what the good aspects were of a situation I had described negatively or always being on the lookout for activities I could try , such as disabled surfing .",0,0
4800,refugee,jm,"Under an executive order Trump signed earlier this year , the United States had temporarily halted admissions for refugees from all countries , with some exceptions .",0,0
7176,vulnerable,ph,"A vendor prepares garlic for sale at a public market in Manila . The price of garlic remains vulnerable to price hikes due to unpredictable supply shortages . George Calvelo , ABS-CBN News",0,0
2124,homeless,ph,"This made the storm , which also left 4.4 million people homeless , one of the deadliest natural disasters in Philippine history .",0,0
4873,vulnerable,us,"A. When you put information online it means making your organizations possibly more vulnerable , that people will troll what you say , that companies will look for data to sell or exploit .",0,0
1016,vulnerable,lk,Dissent and freedom of speech to make life safer and better for all of a nation 's citizens especially the most vulnerable and not only for a select few are at the core of a democracy .,0,0
6739,refugee,pk,Repatriation of Afghan refugees,0,0
6703,migrant,jm,He also noted that immigrant minorities were involved in the growth and evolution of blues in the USA .,0,0
4732,vulnerable,gh,"Both teams have a problem of scoring goals . Kotoko have scored three whiles Dwarfs have notched two . The Cape Coast side are however vulnerable at the back , their defence has shipped in six goals after , matchday five .",0,0
5263,disabled,in,Thirty seven percent of the offences registered on Central Railway from January to May this year pertain to illegal travel in coaches reserved for the disabled .,0,0
2391,immigrant,in,"Myanmar reportedly does not want its 1.1 million Rohingya , who are seen as illegal immigrants from Bangladesh and are refused citizenship . Successive regimes have historically discriminated against them even though many have lived for generations in Rakhine state .",0,0
6867,women,ph,"He told me in a very warm , comforting way that I did not have to pay anything ; should I want , he said pointing to a small basket , I could leave a donation for the women who clean these bathrooms . I left ? 1 .",0,0
3472,in-need,in,"""One of the HDFC branches in Sector 19 received only Rs 1 lakh , which was exhausted in an hour . A resident of Zirakpur , Sanjeev Mehta , who was present at the branch said , """" My father-in-law , who stays in Bhopal , had to suddenly undergo a heart surgery and my wife rushed to see him . I was in need of Rs 20,000 which thankfully was released by the bank . """"""",0,0
1928,migrant,in,Zuckerberg says learned from Germany about defending migrants,0,0
1497,homeless,au,""""""" I am anxious about homelessness and have spent all my savings . """"""",0,0
4028,migrant,ke,"He said that , faced with limited capacity for holding immigrants in detention facilities , they could be calculating that unaccompanied children who are being looked after by family members are not going to be a burden .",0,0
228,vulnerable,gb,If these problems are not tackled there is every chance that another reporter will be back in another 20 years wondering how it is possible that vulnerable children are still being cursed with hunger and a horribly early death .,1,4
3008,migrant,gh,"Among the challenges , he mentioned accommodation where illegal Ghanaian immigrants in Saudi Arabia invaded the hotel rooms and camps meant for pilgrims who had travelled through the Board for the Hajj .",0,0
1702,vulnerable,gh,"Emotional expression is something that should not be condemned but rather , encouraged . Showing your man that you trust him enough to be vulnerable to him is something that will keep the two of you deeply in love . One of the best way to show him this is by sending him a powerful message of love . The poem below is a perfect example of how you can get this done .",0,0
2101,disabled,gh,"In addition , Ivor Kobina Greenstreet said transportation will also be free for the disabled when he addressed some party faithful in the Northern Region on Thursday .",0,0
5495,disabled,lk,"The assaulted individual , identified as J. Karunaratne , a resident of the Bethakaawa village in Kahatagasdigiliya , was attached to the Sri Lanka Army 's Signal Corps and was left disabled following a bomb blast .",0,0
7108,vulnerable,bd,"Bangladesh is one of the most climate vulnerable countries as life and livelihood of its 160 million people is under threat of extreme climate events , she added .",0,0
6984,women,jm,"FINANCIALLY stable and eager to put a stop to the ticking of their biological clocks , more and more women are now consciously making the decision to become single parents either through adoption or by becoming pregnant for men they have no intention of raising their children with .",0,0
2014,hopeless,nz,"By the time Feinsod left on a bus in the middle of the night , he had been accused of being a hopeless coach and exaggerating his CV .",0,0
3699,vulnerable,my,"""At least three towns in the direct path of the storm have initiated a """" pre-emptive evacuation """" , with other vulnerable areas being told to brace for flashfloods and landslides , the National Disaster Risk Reduction and Management Council said .""",0,0
2518,homeless,tz,"Millions have been rendered homeless , displaced and became refugees in various European countries . Countries like Syria , Libya , Iraq , Yemen , Afghanistan and many more were under fire ; these are places where peace has completely disappeared and no hope to restore it soon .",0,1
259,refugee,ca,"Back at the refugee camps , program winners are posted on a list for all to see , a tense wait of about two months for Madhier and 92 others in the final round at Kakuma .",0,1
2465,migrant,my,"""The capitalism of our time does not understand the value of the union , because it has forgotten the social nature of the economy , enterprise , life , ties and patents . But perhaps our society does not understand the union because it does not see it fight enough in the ' not yet ' rights places : in the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls ; Or simply it does not understand why corruption has sometimes entered the heart of some trade unionists . Do not let this be blocked . """"""",1,4
2314,refugee,jm,"German Chancellor Angela Merkel yesterday pledged to boost support for Egypt 's economic development and partner with Cairo to help address the region 's refugee crisis , with an eye on stemming the flow of migrants to Europe .",0,0
6399,vulnerable,bd,""""""" The people with disabilities are vulnerable during any natural and manmade disaster ... So , special planning is needed for protecting lives of physically and mentally challenged people during disaster period , """" she told the inaugural ceremony of Dhaka Conference on disability and disaster risk management .""",0,0
3467,poor-families,za,""""""" The Woodstock Hub 's directors now know that they can not follow through with their plans to evict poor families onto the street . Saturday 's occupation showed that Bromwell has the power and support to stop some of Cape Town 's biggest developers in their tracks . This sets a precedent for all poor people wanting to remain and find homes close to the inner city . They can fight back . """"""",0,0
1520,immigrant,au,"Myanmar authorities do not recognise Rohingya as an indigenous ethnic group , instead regarding them as illegal immigrants from Bangladesh .",0,0
4003,hopeless,nz,It just seems hopeless .,0,1
6591,refugee,ng,"Cameroon has deported 100,000 Nigerian refugees in the hope of stemming the spread of terrorist group Boko Haram , Human Rights Watch ( HWR ) said on Wednesday .",0,0
5052,refugee,my,"It envisions establishing four safe zones that would bring relief for hundreds of thousands of Syrian civilians and encourage refugees to return , Russian military officials said on Friday .",0,0
2937,immigrant,gh,"But , for a while now , a curious new trend has developed . More and more players of African descent have started coming back to the continent to play for their national teams . In this year 's World Cup , for example , 17 of Morocco 's 23 players are European born , mostly in the Netherlands , which has a large Moroccan immigrant community . Medhi Benatia , the team 's captain , is French-born .",0,0
450,refugee,us,"My sister Kathleen was a social worker and later became a Benedictine nun . My brother John was a Christian Brother . My sister Eileen spoke five languages . She started out as a teacher . During and after World War II , she worked with refugees with Catholic Relief Services in Europe and South America . She was an editor for the Catholic Worker newspaper . She wrote the statement on conscientious objection that was adopted by the U.N . She was a founder of Pax Christi . She crossed the bridge in Selma with Martin Luther King and picketed with Caesar Chavez .",0,0
1383,vulnerable,gh,""""""" IRST systems can be used to detect and potentially track stealth aircraft under specific conditions , """" Bronk said . But that """" doesn ? ? ? t mean that they are anything approaching a satisfactory solution to the problem of fighting against such targets as they have limited range compared to radar , and are vulnerable to environmental disruption and degradation , """" he added .""",0,0
9196,refugee,ie,"The hundreds of families that have gathered at the enormous NRG centre in the southern outskirts of Houston may have a roof over their heads , but their plight is similar to those who left the Middle East for Europe . They are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods .",1,2
7715,poor-families,ng,"""The survey has also shown violence """" is not confined to poor families , not to marginalized children or children living in the shadows of conflict , """" Gough added .""",0,0
2968,migrant,lk,"In March 1978 , the Burmese government launched a campaign to check illegal immigrants residing in Burma . This led to many thousands of Rohingyas in the Arakan region crossing the border to Bangladesh . Arrests of illegal migrants by the Burmese army created unrest in Arakan and as a result , there was a mass exodus of around 252,000 refugees to Bangladesh .",0,0
1115,hopeless,ng,""""""" We have to sit down , dialogue with those who are agitating and start looking at meaningful solutions that can give them hope . Once a country makes her people to develop a sense of hopelessness , the people will agitate a lot . """"""",1,4
7713,homeless,ca,"Hajdu , executive director of Thunder Bay 's largest homeless shelter , will serve as status of women minister .",0,0
1169,hopeless,sg,"""Now , he is still as """" hopelessly in love """" with words as he was as a young boy , writing for both the page and the stage . He has six poetry collections under his belt .""",0,0
601,homeless,gb,"""How did we get here ? To answer that , you have to go back to 1986 and the work of an eccentric and powerful California politician , John """" Vasco """" Vasconcellos . That year , the Democrat Vasconcellos managed to persuade a deeply sceptical Republican state governor to fund a three-year task force to explore the value of self-esteem . Vasco was convinced that low self-esteem was the source of a huge array of social issues , including unemployment , educational failure , child abuse , domestic violence , homelessness and gang warfare . He became convinced that raising the population 's self-esteem would act as a """" social vaccine """" , saving the state billions .""",0,0
3830,homeless,in,"The Banyan would execute this programme in all 43 urban homeless shelters in the city , the official added . The corporation runs four dedicated shelters ( out of 43 ) for the mentally ill in the city .",0,0
8102,vulnerable,my,"For those pupils whose dreams were dashed on results day last week , the danger is that they may be vulnerable when experiencing disappointments in their lives . They might not want to step up to challenges in the future because it is such a bitter pill to swallow if they do n't succeed . Support is crucial , not just on the day , but over a period of time .",0,0
1469,disabled,pk,"ISLAMABAD : Minister of State for National Health Services , Regulation and Coordination Saira Afzal Tarar on Wednesday said access to assistive products was a right , not a privilege , for people with disability . She was addressing the World Health Assembly in Geneva on the launch of an essential priority list of assistive devices and products for the disabled across the world . She said the government of Pakistan was working on various projects in relation to assistive technology and rehabilitation for disabled persons , says a fax message received here .",0,0
3833,vulnerable,lk,Sri Lanka 's pledge towards this scheme reflects our commitment towards espousing the values and the spirit of this organization in assisting the more vulnerable members in the Commonwealth to develop their economies whose populations productive capacity and domestic markets are limited .,0,1
5000,migrant,tz,"One of the militia , Dickson Mdachi , told the media that they learned about the six illegal immigrants after receiving information from residents .",0,0
5660,migrant,ke,"The manifesto also repeated promises to limit immigration , and pledged to double the charge on companies employing migrant workers , using the money to invest in skills .",0,0
4238,hopeless,ph,""""""" Bringing the people 's agenda to mainstream politics """" ( 2 ) is perhaps MAKABAYAN Coalition 's more important reasons for its existence . What is wrong with mainstream politics at this juncture ? Everything . Nothing works in an oligarchic set-up made possible through procedural democracy . But who are the victims/survivors of corrupt , repressive , and violent practices in government ? We are . To leave """" democracy """" in the hands of the elite by dismissing the parliamentary struggle as a hopeless and useless affair is NOT to see ourselves as objects of elite impositions when we are .""",0,0
1003,poor-families,au,"One hopes that the banks and financial institutions dealing with these poor families will do the right thing for , as we have seen , the Turnbull Government has no intention of holding them to account for previous failures , rorts and scandals .",0,0
5274,vulnerable,gh,The African Health Markets aims to increase coverage of quality healthcare within the private provider system and also to address priority issues that most affects the vulnerable in Ghana .,0,0
5118,homeless,bd,"Asmani epitomized poverty , disease , hunger , homelessness and illiteracy - in short the world of the have-nots . Poet Jasimuddin admirably focused their socioeconomic plight in his immortal poem , Asmani , a real life woman who lived at Rasulpur in Faridpur . Lost generations of Ashmanis are still amidst us in every nook and corner of the country .",1,3
5592,poor-families,jm,"According to Caribbean Policy Research Institute ( 2013 ) , nearly 40 per cent of children do not complete secondary school and only one in four who complete have certification . The vast majority of these children are from poor families in poor communities - sometimes born to parents who did not complete their education and/or were adolescent mothers . The shift school system has arguably disadvantaged many students . Many schools offer students very little chance of passing English and mathematics . <h> glaring disparities",0,0
1725,immigrant,tz,North West parts of the country hold some of the largest refugee and immigrant populations anywhere .,0,0
3028,women,nz,Strong Bay representation in WaiBOP women ? ? ? s team,0,0
1567,refugee,pk,"The NGO worker said the returning families could be seen living in tents along the road from Torkham to Kabul . Earlier , the refugees were not allowed to construct houses on state land in Afghanistan , but now they face no such restriction as a large number of people have returned to their country in recent months . The Afghan government has also relaxed rules for the students .",0,0
6837,vulnerable,za,""""""" A case has been opened and we are also going to have a meeting as the security cluster to come up with a comprehensive , integrated strategy to prevent this . We are doing this because we are a caring department and our responsibility is to protect the vulnerable , particularly older persons and people with disabilities , """" she said .""",1,4
398,women,tz,Stakeholders were of the view that there has been violence against women in the society including the use of abusive languages which is not in the observation reports but was there during elections .,0,0
7237,immigrant,pk,"According to details , PCG apprehended 1493 illegal immigrants in the last eight months . While in March 2016 to date 367 illegal migrants were arrested by the PCG .",0,0
5355,vulnerable,bd,"Earlier , 900,000 doses of oral cholera vaccine were administered to the vulnerable population in two phases in October-November last year after the exodus began in late August following a military crackdown in the Rakhine State which is described by the UN as ' ethnic cleansing ' .",0,0
9,homeless,ph,"NUEVA ERA , Ilocos Norte - No family shall be homeless under the watch of the municipal government here , said town Mayor Aldrin Garvida .",0,1
3191,immigrant,lk,"As of 2010 , the European Union was home to about 13 million Muslim immigrants . Total Muslims in Europe is said to number 52million .",0,0
4918,in-need,my,""""""" This is called counting your chickens before they hatch . First of all , Muhyiddin needs to convince the voters that he has something better to offer them compared to the current government .""",0,0
1745,women,tz,"According to Kuzilwa , most of the victims of cancer are women . She said little knowledge about cancer and its early symptoms among this group leads to the late discovery of the disease .",0,0
5291,homeless,pk,""""""" As a country , we can look for the missed opportunities in schools , communities and public services to prevent youth homelessness , """" he said , making the case for early intervention to stem the problem .""",0,0
3389,homeless,in,The corporation has readied new shelters for the homeless in 12 public hospitals and work on the city 's first facility for transgender people is also complete .,0,0
7680,refugee,gh,"Nearly 80,000 people applied for asylum in France in 2015 , with just under a third successful , the French agency for the protection of refugees said Tuesday .",0,0
6461,vulnerable,bd,"Such a practice is making their investments vulnerable , they said .",0,0
1435,in-need,tz,What is the reason behind NMB doing this now ? Could it be the bank is in need of funds and is going through a certain crisis ?,0,0
2353,hopeless,au,"Market confidence is a hopelessly fragile sensibility but this wacky phenomenon is a patent nonsense . If only we could get a collective grip ; you know , harden up a bit . We 're surely doing ourselves out of a fortune .",0,0
3572,immigrant,nz,"""The legislation , sponsored by what became known as a bipartisan """" Gang of Eight """" senators , would have created a pathway to citizenship for illegal immigrants , but only if steps were taken to secure the US southern border with Mexico and strengthen visa tracking .""",0,0
6441,immigrant,hk,"The utter stupidity and dysfunctionality of Hong Kong 's immigration policy have been highlighted yet again with the government 's belated revelation that last year 57,305 mainland immigrants , or 157 per day , arrived here for settlement , in other ...",0,0
10321,refugee,ie,Homeland star Mandy Patinkin : Fighting for refugees more important than acting,1,2
7676,hopeless,ca,"""The very next song is the grungy """" Demon to Lean On , """" which has him once again consumed with hopelessness and singing , """" Holding a gun to my head/So send me an angel/Or bury me deeply instead/With demons to lean on . """" A few tracks later , on the title cut , he complains , """" I 'll always be on my own/Fucked and alone . """"""",0,0
6222,disabled,ng,"Activated from the disabled list May 10 after suffering a triceps strain near the end of spring training , Logan posted a 5.91 ERA in 16 games . He has a 4.50 career ERA in 635 appearances . Peralta , 22 , made his major league debut this season and has a 3.72 ERA in two starts .",0,0
3435,in-need,gh,"In the first visit by a UK Minister to South Sudan this year , Minister Wharton saw the life-changing impact of UK aid in Juba and Malakal . The Minister spent a day visiting the Protection of Civilian ( PoC ) site in Malakal where he met people who have been displaced from their homes . He witnessed the desperate humanitarian situation with more than 60% of the population -- 7.5 million people -- expected to be in need of food and facing potential famine as the worst food crisis since independence in 2011 caused by prolonged conflict and drought threatens lives and risks destabilising the region .",0,1
6588,hopeless,gb,"Each year in Eurovision , the British entry -- however hopeless -- is doomed from the outset by the political landscape . And that was before Brexit . They can sing their hearts out , in tune , and not have the faintest hope of success .",0,0
